200 200
1 155 2
132 111 1
46 53 2
120 172 1
84 72 2
25 90 1
50 154 2
125 23 1
39 17 2
83 37 1
134 0 2
25 191 1
185 117 2
19 48 1
21 178 2
88 100 1
116 170 2
118 136 1
24 159 2
44 91 1
60 97 2
90 97 1
168 162 2
191 63 1
46 145 2
57 146 1
149 10 2
90 9 1
26 168 2
164 153 1
185 18 2
5 128 1
195 9 2
182 126 1
173 157 2
155 150 1
64 183 2
101 179 1
102 109 2
180 69 1
38 176 2
18 82 1
198 33 2
195 60 1
103 115 2
22 173 1
189 169 2
69 159 1
142 76 2
71 194 1
198 51 2
66 162 1
48 53 2
1 178 1
168 53 2
94 79 1
145 198 2
42 161 1
12 34 2
124 166 1
78 7 2
142 184 1
50 171 2
189 129 1
75 110 2
104 9 1
80 48 2
93 6 1
17 84 2
155 109 1
105 20 2
125 114 1
69 5 2
176 180 1
135 115 2
142 127 1
33 118 2
148 181 1
146 150 2
183 62 1
33 77 2
84 40 1
138 74 2
110 152 1
119 24 2
99 43 1
26 76 2
126 75 1
65 36 2
2 80 1
31 113 2
163 145 1
22 11 2
6 163 1
136 38 2
74 185 1
39 181 2
128 173 1
178 29 2
198 199 1
110 193 2
25 103 1
144 176 2
85 135 1
40 127 2
166 171 1
72 144 2
40 135 1
178 175 2
42 168 1
8 44 2
113 118 1
5 138 2
109 17 1
166 101 2
50 159 1
120 186 2
8 89 1
33 46 2
108 38 1
176 168 2
92 56 1
72 6 2
142 1 1
42 35 2
173 179 1
12 157 2
198 155 1
183 118 2
188 77 1
28 56 2
146 27 1
82 10 2
155 190 1
21 129 2
6 80 1
50 141 2
88 152 1
177 11 2
121 190 1
9 122 2
0 3 1
74 156 2
83 56 1
186 16 2
72 2 1
79 69 2
60 32 1
32 150 2
135 2 1
138 139 2
170 60 1
126 170 2
122 71 1
29 73 2
182 195 1
169 18 2
9 7 1
31 97 2
141 65 1
163 67 2
166 178 1
15 154 2
98 33 1
164 144 2
55 173 1
46 140 2
100 36 1
144 113 2
20 137 1
177 52 2
25 181 1
113 49 2
98 75 1
35 135 2
55 181 1
141 141 2
101 173 1
73 118 2
2 103 1
108 114 2
50 147 1
146 93 2
117 159 1
32 47 2
179 143 1
134 49 2
10 26 1
110 150 2
45 103 1
0 56 2
68 54 1
68 162 2
188 21 1
16 144 2
155 32 1
186 13 2
3 62 1
126 83 2
36 164 1
164 39 2
192 99 1
173 55 2
66 29 1
186 134 2
90 129 1
78 34 2
194 150 1
158 177 2
145 84 1
37 48 2
99 4 1
182 158 2
190 55 1
108 168 2
78 40 1
63 95 2
192 109 1
11 82 2
186 76 1
68 47 2
115 125 1
114 145 2
184 127 1
33 165 2
105 189 1
88 29 2
46 12 1
66 0 2
35 122 1
190 41 2
163 31 1
12 115 2
10 144 1
111 170 2
62 194 1
105 32 2
141 166 1
161 61 2
54 172 1
127 26 2
40 192 1
194 130 2
171 120 1
17 81 2
112 189 1
186 1 2
71 131 1
87 26 2
104 119 1
88 135 2
141 14 1
152 145 2
153 190 1
82 5 2
132 174 1
72 147 2
21 104 1
174 134 2
93 130 1
46 7 2
49 39 1
110 170 2
188 197 1
37 91 2
66 48 1
94 31 2
64 19 1
68 147 2
4 78 1
196 62 2
34 179 1
37 26 2
190 30 1
106 184 2
25 60 1
188 198 2
177 4 1
179 86 2
180 196 1
31 70 2
132 57 1
125 163 2
16 25 1
160 164 2
132 83 1
42 73 2
27 5 1
177 0 2
184 143 1
165 135 2
138 6 1
0 26 2
182 121 1
112 95 2
70 119 1
179 61 2
71 53 1
136 44 2
154 4 1
39 70 2
163 151 1
50 121 2
139 41 1
41 193 2
52 41 1
115 17 2
95 141 1
159 195 2
185 186 1
28 109 2
65 24 1
127 125 2
121 20 1
157 39 2
147 170 1
46 8 2
96 132 1
166 83 2
62 44 1
107 146 2
25 0 1
28 70 2
184 139 1
77 95 2
144 20 1
121 6 2
24 80 1
117 69 2
12 71 1
183 64 2
56 9 1
106 38 2
57 74 1
25 92 2
111 41 1
176 29 2
72 65 1
133 44 2
159 152 1
173 35 2
127 181 1
47 176 2
183 158 1
36 36 2
97 14 1
103 18 2
35 119 1
14 139 2
27 135 1
130 176 2
139 12 1
55 130 2
133 38 1
103 85 2
3 166 1
84 76 2
13 46 1
24 113 2
183 110 1
172 105 2
64 186 1
55 199 2
196 151 1
195 1 2
116 141 1
21 105 2
182 101 1
99 159 2
143 79 1
182 5 2
19 11 1
105 113 2
135 82 1
160 52 2
197 49 1
157 187 2
171 85 1
189 82 2
144 153 1
138 151 2
163 121 1
94 56 2
24 81 1
51 59 2
193 182 1
150 164 2
70 53 1
62 174 2
4 119 1
55 185 2
45 168 1
44 42 2
146 48 1
149 12 2
83 187 1
105 108 2
190 140 1
69 88 2
191 76 1
54 38 2
186 178 1
117 59 2
154 51 1
19 33 2
82 172 1
8 55 2
180 98 1
48 48 2
6 36 1
139 51 2
189 117 1
156 178 2
142 97 1
157 164 2
190 6 1
94 167 2
189 190 1
10 167 2
188 30 1
15 91 2
84 54 1
71 69 2
128 195 1
141 56 2
196 42 1
121 34 2
105 42 1
88 193 2
172 158 1
85 89 2
147 12 1
148 145 2
167 191 1
19 31 2
70 87 1
114 40 2
134 64 1
23 57 2
51 61 1
135 127 2
106 56 1
99 60 2
37 29 1
81 157 2
55 65 1
158 51 2
37 77 1
124 120 2
49 6 1
158 167 2
25 22 1
144 123 2
50 13 1
107 193 2
113 63 1
96 101 2
189 90 1
167 174 2
44 88 1
174 8 2
144 173 1
22 135 2
121 7 1
143 46 2
148 53 1
156 22 2
53 50 1
175 79 2
28 165 1
132 90 2
165 92 1
50 27 2
149 117 1
182 10 2
145 50 1
132 29 2
69 187 1
150 4 2
26 72 1
112 170 2
65 195 1
89 171 2
119 109 1
89 114 2
105 169 1
73 7 2
58 106 1
193 191 2
190 198 1
157 23 2
56 131 1
92 116 2
111 98 1
144 109 2
35 49 1
119 25 2
122 153 1
109 28 2
52 86 1
37 181 2
17 158 1
88 67 2
35 67 1
48 147 2
14 72 1
149 142 2
161 11 1
93 112 2
142 182 1
58 89 2
163 115 1
173 4 2
90 152 1
170 100 2
170 188 1
118 38 2
99 153 1
66 154 2
178 55 1
133 54 2
31 115 1
47 38 2
155 172 1
83 103 2
9 187 1
139 192 2
10 131 1
122 112 2
88 199 1
80 135 2
26 84 1
53 125 2
102 157 1
14 76 2
89 0 1
151 119 2
14 47 1
161 172 2
26 156 1
59 164 2
11 78 1
56 22 2
119 118 1
120 149 2
122 87 1
154 179 2
177 113 1
103 94 2
177 18 1
194 12 2
97 153 1
142 119 2
141 70 1
102 179 2
1 12 1
54 167 2
83 60 1
89 187 2
134 151 1
92 16 2
124 98 1
75 183 2
53 53 1
55 63 2
196 139 1
47 127 2
23 177 1
9 129 2
66 165 1
95 100 2
57 49 1
99 194 2
2 1 1
15 70 2
198 5 1
193 177 2
118 137 1
89 14 2
153 167 1
111 72 2
3 132 1
6 4 2
40 43 1
97 183 2
109 181 1
10 86 2
184 14 1
9 161 2
151 164 1
3 93 2
21 2 1
76 23 2
9 91 1
10 133 2
54 141 1
179 100 2
35 97 1
163 46 2
176 183 1
67 59 2
84 65 1
94 18 2
76 94 1
147 145 2
87 83 1
189 180 2
156 95 1
27 190 2
147 183 1
134 125 2
149 107 1
133 154 2
24 42 1
8 178 2
129 85 1
192 19 2
58 196 1
95 55 2
30 142 1
72 115 2
16 125 1
45 140 2
34 108 1
22 106 2
192 143 1
188 199 2
41 98 1
65 77 2
161 190 1
94 48 2
125 90 1
83 0 2
126 49 1
96 79 2
47 1 1
180 34 2
166 24 1
193 126 2
173 100 1
179 144 2
181 56 1
55 150 2
96 67 1
21 13 2
166 96 1
192 10 2
77 82 1
1 64 2
1 123 1
122 64 2
102 181 1
29 113 2
30 156 1
146 2 2
26 107 1
46 56 2
134 189 1
80 160 2
189 93 1
178 131 2
47 134 1
155 156 2
180 83 1
67 110 2
187 28 1
196 140 2
123 151 1
55 165 2
146 199 1
141 46 2
46 58 1
49 91 2
80 73 1
154 135 2
84 38 1
5 8 2
72 42 1
182 168 2
168 194 1
140 184 2
13 131 1
197 147 2
151 135 1
137 137 2
186 120 1
160 145 2
70 182 1
86 145 2
8 145 1
120 100 2
23 105 1
64 138 2
93 0 1
88 18 2
41 109 1
48 69 2
136 48 1
155 26 2
40 151 1
130 174 2
75 62 1
151 136 2
65 191 1
11 146 2
47 164 1
153 78 2
51 56 1
13 53 2
157 45 1
145 180 2
112 139 1
6 69 2
127 64 1
191 87 2
107 165 1
13 69 2
19 10 1
129 129 2
115 152 1
44 57 2
80 190 1
75 16 2
47 168 1
28 187 2
196 127 1
70 191 2
10 59 1
115 87 2
190 109 1
124 159 2
193 156 1
148 43 2
127 118 1
166 48 2
112 164 1
19 168 2
56 87 1
150 162 2
8 40 1
42 177 2
15 52 1
110 14 2
160 115 1
199 72 2
122 150 1
109 86 2
19 79 1
74 112 2
61 105 1
156 79 2
107 185 1
12 99 2
19 161 1
15 116 2
38 198 1
124 30 2
19 108 1
82 44 2
115 49 1
141 116 2
128 120 1
197 182 2
135 3 1
146 163 2
173 24 1
57 162 2
4 56 1
105 45 2
199 127 1
20 188 2
11 30 1
193 76 2
70 184 1
147 90 2
140 187 1
75 165 2
196 183 1
171 83 2
41 148 1
60 164 2
30 12 1
33 107 2
44 29 1
133 151 2
157 93 1
155 21 2
24 103 1
75 74 2
62 5 1
20 126 2
143 86 1
160 103 2
105 93 1
3 61 2
120 27 1
67 75 2
156 183 1
52 66 2
182 159 1
20 20 2
42 110 1
129 87 2
114 147 1
106 123 2
128 36 1
132 110 2
52 156 1
133 174 2
96 152 1
149 141 2
64 113 1
170 178 2
28 102 1
25 185 2
164 49 1
176 87 2
165 87 1
85 109 2
117 57 1
172 107 2
79 197 1
110 117 2
87 119 1
153 181 2
95 70 1
170 37 2
173 47 1
10 127 2
188 49 1
157 81 2
134 144 1
21 46 2
189 61 1
90 183 2
86 129 1
176 40 2
95 84 1
73 79 2
178 194 1
186 162 2
46 123 1
146 74 2
0 63 1
150 100 2
113 133 1
126 128 2
163 41 1
9 195 2
59 113 1
62 89 2
184 140 1
150 157 2
46 130 1
50 67 2
158 124 1
160 168 2
73 137 1
21 68 2
78 83 1
47 167 2
142 43 1
32 115 2
9 174 1
23 170 2
29 8 1
125 110 2
196 58 1
122 130 2
182 189 1
159 28 2
189 72 1
91 108 2
92 111 1
10 157 2
85 164 1
46 120 2
10 199 1
199 140 2
124 188 1
77 163 2
180 97 1
31 78 2
64 74 1
37 49 2
162 171 1
25 80 2
32 12 1
9 85 2
185 31 1
143 71 2
31 171 1
43 38 2
33 180 1
25 84 2
84 90 1
125 175 2
112 80 1
141 83 2
31 7 1
59 138 2
175 197 1
55 183 2
35 74 1
130 55 2
134 26 1
199 182 2
148 127 1
36 19 2
52 109 1
8 161 2
150 87 1
30 55 2
136 29 1
14 174 2
158 165 1
36 199 2
78 53 1
172 128 2
27 81 1
39 117 2
12 183 1
169 4 2
156 101 1
60 72 2
177 149 1
51 86 2
98 198 1
20 156 2
105 102 1
85 4 2
131 153 1
120 163 2
8 77 1
111 191 2
102 88 1
179 50 2
81 193 1
127 111 2
34 171 1
73 105 2
156 81 1
136 46 2
118 44 1
122 125 2
130 140 1
59 34 2
152 149 1
110 162 2
54 110 1
20 108 2
25 13 1
48 196 2
138 56 1
68 104 2
45 0 1
95 193 2
62 145 1
93 5 2
123 67 1
180 192 2
103 42 1
61 90 2
56 74 1
45 46 2
193 178 1
109 87 2
7 57 1
188 136 2
88 76 1
76 127 2
57 193 1
131 125 2
29 155 1
198 82 2
194 22 1
29 52 2
3 47 1
170 112 2
93 127 1
159 134 2
94 186 1
44 86 2
124 184 1
63 106 2
36 80 1
70 187 2
152 47 1
115 160 2
176 42 1
197 197 2
17 176 1
59 173 2
55 177 1
144 118 2
101 195 1
108 33 2
36 8 1
73 167 2
150 36 1
119 18 2
124 78 1
100 120 2
142 113 1
164 167 2
168 68 1
198 75 2
48 63 1
174 79 2
111 23 1
17 30 2
84 5 1
16 82 2
73 56 1
177 131 2
87 196 1
108 160 2
95 89 1
164 119 2
177 46 1
6 20 2
119 57 1
116 171 2
152 134 1
36 75 2
43 7 1
63 71 2
56 39 1
138 64 2
121 99 1
133 183 2
102 131 1
28 176 2
177 197 1
110 158 2
87 9 1
170 181 2
121 154 1
36 101 2
46 133 1
127 74 2
95 56 1
163 162 2
156 76 1
62 90 2
79 10 1
43 140 2
99 178 1
79 47 2
110 125 1
142 77 2
94 3 1
103 79 2
149 187 1
3 136 2
127 79 1
126 51 2
24 173 1
144 40 2
36 184 1
149 33 2
36 96 1
62 46 2
139 91 1
175 62 2
12 9 1
81 98 2
27 163 1
131 61 2
185 194 1
190 5 2
40 75 1
152 172 2
115 30 1
96 163 2
186 56 1
23 174 2
197 155 1
165 148 2
15 84 1
18 39 2
73 192 1
128 85 2
87 105 1
104 29 2
30 152 1
157 92 2
117 13 1
174 188 2
10 78 1
101 123 2
182 87 1
170 75 2
188 23 1
10 13 2
11 142 1
144 193 2
6 185 1
174 191 2
37 30 1
57 125 2
126 85 1
87 67 2
147 76 1
175 44 2
150 109 1
75 178 2
144 43 1
91 113 2
60 89 1
29 66 2
63 36 1
8 60 2
74 24 1
180 7 2
187 126 1
74 136 2
105 119 1
160 92 2
198 7 1
104 44 2
41 125 1
146 162 2
94 180 1
74 23 2
75 124 1
78 28 2
193 100 1
110 55 2
176 43 1
130 121 2
105 19 1
150 73 2
5 83 1
196 122 2
156 14 1
167 74 2
164 82 1
30 51 2
70 4 1
167 29 2
170 116 1
143 50 2
92 140 1
27 125 2
142 165 1
48 146 2
89 27 1
129 130 2
89 54 1
110 144 2
45 27 1
8 86 2
29 101 1
177 176 2
157 12 1
171 6 2
58 65 1
142 115 2
195 68 1
73 198 2
176 187 1
166 195 2
166 158 1
34 85 2
130 44 1
61 28 2
86 108 1
155 130 2
17 8 1
29 21 2
52 81 1
157 150 2
66 183 1
87 190 2
130 66 1
57 182 2
6 124 1
124 183 2
131 198 1
142 112 2
134 34 1
198 39 2
120 108 1
68 198 2
77 12 1
58 49 2
175 52 1
33 158 2
151 51 1
138 97 2
163 135 1
44 108 2
158 17 1
91 22 2
40 187 1
162 153 2
109 67 1
1 92 2
58 159 1
0 133 2
26 173 1
148 143 2
174 106 1
69 72 2
128 42 1
162 145 2
172 199 1
64 29 2
17 53 1
69 77 2
153 103 1
152 187 2
24 172 1
25 183 2
174 11 1
56 93 2
198 49 1
61 124 2
189 161 1
31 45 2
159 167 1
99 142 2
35 65 1
88 137 2
133 75 1
112 44 2
193 114 1
188 71 2
23 83 1
106 10 2
83 90 1
54 48 2
143 9 1
166 181 2
5 134 1
29 92 2
113 198 1
16 151 2
148 124 1
66 4 2
144 78 1
5 68 2
86 121 1
157 70 2
125 55 1
16 43 2
97 55 1
28 190 2
157 169 1
153 4 2
105 90 1
83 166 2
152 192 1
124 181 2
47 196 1
15 169 2
182 75 1
47 71 2
191 192 1
137 21 2
115 41 1
114 80 2
125 36 1
30 79 2
43 42 1
163 101 2
85 2 1
103 32 2
9 77 1
180 150 2
193 152 1
20 167 2
57 34 1
40 49 2
159 92 1
49 90 2
173 136 1
117 102 2
116 187 1
97 15 2
74 199 1
153 64 2
78 135 1
118 117 2
167 79 1
148 132 2
189 87 1
170 132 2
9 149 1
136 20 2
51 17 1
72 47 2
104 170 1
116 69 2
10 188 1
72 121 2
121 129 1
136 123 2
130 56 1
190 33 2
76 58 1
71 58 2
64 193 1
125 107 2
53 98 1
56 63 2
91 39 1
176 175 2
41 107 1
117 15 2
83 46 1
88 142 2
143 105 1
36 146 2
74 17 1
105 4 2
14 38 1
185 44 2
172 31 1
163 158 2
173 28 1
80 116 2
172 135 1
35 150 2
25 54 1
148 88 2
174 156 1
177 164 2
148 34 1
80 134 2
123 132 1
43 179 2
150 54 1
42 74 2
160 143 1
125 136 2
54 55 1
0 69 2
95 86 1
67 176 2
63 122 1
120 198 2
1 176 1
143 87 2
31 145 1
82 31 2
81 24 1
183 26 2
32 89 1
34 104 2
177 36 1
126 96 2
154 114 1
30 165 2
79 105 1
99 150 2
112 165 1
7 143 2
174 122 1
159 56 2
76 196 1
101 107 2
64 47 1
86 50 2
146 66 1
46 163 2
130 73 1
191 188 2
19 63 1
169 176 2
77 81 1
6 147 2
11 184 1
139 159 2
124 138 1
56 111 2
161 147 1
188 104 2
192 73 1
92 17 2
13 98 1
22 97 2
24 140 1
61 91 2
20 127 1
47 116 2
73 165 1
74 42 2
35 168 1
124 136 2
4 34 1
8 83 2
25 113 1
45 80 2
104 120 1
11 37 2
53 127 1
38 41 2
43 104 1
146 164 2
161 196 1
10 179 2
105 103 1
68 49 2
187 182 1
156 155 2
147 35 1
46 107 2
26 20 1
196 71 2
40 66 1
110 18 2
103 73 1
100 113 2
128 125 1
49 173 2
29 76 1
66 127 2
148 128 1
94 153 2
9 78 1
119 185 2
45 17 1
183 68 2
158 83 1
11 44 2
159 44 1
184 81 2
197 179 1
15 138 2
31 91 1
36 112 2
93 102 1
112 193 2
37 13 1
167 178 2
90 159 1
165 68 2
175 186 1
143 22 2
169 183 1
142 143 2
129 95 1
48 57 2
49 125 1
157 125 2
24 73 1
46 51 2
133 129 1
82 134 2
135 93 1
171 53 2
84 59 1
108 103 2
61 102 1
190 137 2
115 37 1
143 141 2
39 9 1
70 179 2
19 156 1
54 73 2
118 8 1
17 117 2
20 196 1
89 189 2
166 152 1
131 40 2
23 102 1
95 98 2
30 153 1
142 32 2
21 112 1
67 88 2
148 138 1
43 145 2
40 20 1
193 53 2
125 82 1
17 75 2
111 161 1
63 162 2
196 90 1
2 63 2
160 104 1
12 26 2
138 161 1
127 45 2
37 24 1
126 101 2
148 95 1
171 99 2
58 28 1
129 9 2
198 20 1
86 75 2
137 195 1
137 18 2
133 71 1
80 192 2
78 120 1
183 183 2
174 55 1
127 31 2
51 42 1
196 83 2
124 193 1
116 96 2
97 139 1
166 173 2
8 195 1
69 54 2
164 42 1
9 73 2
170 77 1
124 143 2
138 115 1
169 59 2
11 4 1
191 106 2
86 21 1
159 163 2
85 192 1
105 129 2
50 57 1
56 13 2
125 126 1
162 139 2
71 17 1
43 78 2
138 2 1
175 68 2
26 174 1
46 24 2
69 124 1
54 54 2
94 83 1
109 62 2
125 167 1
90 153 2
154 193 1
92 71 2
31 54 1
27 175 2
8 28 1
142 79 2
25 81 1
48 82 2
149 148 1
195 172 2
38 129 1
192 179 2
104 167 1
85 54 2
140 127 1
80 37 2
45 149 1
47 158 2
117 36 1
172 34 2
30 56 1
1 196 2
12 61 1
76 16 2
81 49 1
145 158 2
26 176 1
32 116 2
63 158 1
45 40 2
122 11 1
178 142 2
128 98 1
69 114 2
188 126 1
116 37 2
26 88 1
70 68 2
131 178 1
28 52 2
173 176 1
106 120 2
174 197 1
165 107 2
139 188 1
40 106 2
184 165 1
148 161 2
105 25 1
173 185 2
30 75 1
11 145 2
167 6 1
168 17 2
131 138 1
56 84 2
116 144 1
161 58 2
70 66 1
86 110 2
184 171 1
179 97 2
63 58 1
182 7 2
36 98 1
50 129 2
68 190 1
8 51 2
152 125 1
4 117 2
2 180 1
117 28 2
146 56 1
109 156 2
48 105 1
94 114 2
192 58 1
120 53 2
128 87 1
83 192 2
151 101 1
22 199 2
192 154 1
71 64 2
190 149 1
102 50 2
77 14 1
83 149 2
136 12 1
181 193 2
75 15 1
139 3 2
35 159 1
110 41 2
98 54 1
8 126 2
188 134 1
106 131 2
72 89 1
109 6 2
36 53 1
44 90 2
172 70 1
50 148 2
144 191 1
130 159 2
188 19 1
159 52 2
131 186 1
193 49 2
96 81 1
72 177 2
185 16 1
16 131 2
78 127 1
169 66 2
88 170 1
150 193 2
104 161 1
177 33 2
94 143 1
10 61 2
26 134 1
6 100 2
186 99 1
89 44 2
58 97 1
29 90 2
71 77 1
77 146 2
95 115 1
89 107 2
65 150 1
131 120 2
138 180 1
109 45 2
60 16 1
42 179 2
153 52 1
115 31 2
136 148 1
108 41 2
156 47 1
161 90 2
98 116 1
192 83 2
73 115 1
158 16 2
169 58 1
35 195 2
9 72 1
100 188 2
58 18 1
60 30 2
34 10 1
128 123 2
92 87 1
116 99 2
40 142 1
79 126 2
16 142 1
192 50 2
154 71 1
146 40 2
87 56 1
130 96 2
87 137 1
97 131 2
31 4 1
155 122 2
197 75 1
172 191 2
14 81 1
153 77 2
181 67 1
35 180 2
7 117 1
179 138 2
12 47 1
23 155 2
68 102 1
115 54 2
113 178 1
162 44 2
123 180 1
133 77 2
150 150 1
107 174 2
92 69 1
127 0 2
10 125 1
98 154 2
199 148 1
98 124 2
192 49 1
119 192 2
98 115 1
134 138 2
71 43 1
96 196 2
119 138 1
81 128 2
73 93 1
115 104 2
88 111 1
81 23 2
94 10 1
149 188 2
154 166 1
136 105 2
13 60 1
185 170 2
134 46 1
83 151 2
191 81 1
197 160 2
197 141 1
1 163 2
85 139 1
111 65 2
94 112 1
190 160 2
69 112 1
148 189 2
43 95 1
50 183 2
90 93 1
115 120 2
25 148 1
2 143 2
158 117 1
21 176 2
30 73 1
187 176 2
56 113 1
138 67 2
197 32 1
14 73 2
98 158 1
173 45 2
193 14 1
169 91 2
134 35 1
57 176 2
30 77 1
0 27 2
92 85 1
196 144 2
16 140 1
89 109 2
155 62 1
155 155 2
7 164 1
177 199 2
56 109 1
99 168 2
197 5 1
76 92 2
188 129 1
85 80 2
166 47 1
21 34 2
194 154 1
160 11 2
123 188 1
166 72 2
72 190 1
16 124 2
13 152 1
13 87 2
193 19 1
64 21 2
102 38 1
79 107 2
145 66 1
63 94 2
167 172 1
49 52 2
125 188 1
11 137 2
69 101 1
36 162 2
114 0 1
192 181 2
141 127 1
103 128 2
91 78 1
96 168 2
11 101 1
42 100 2
19 110 1
167 35 2
189 164 1
26 63 2
172 29 1
91 91 2
67 57 1
127 177 2
170 157 1
160 152 2
54 198 1
131 185 2
171 78 1
123 68 2
134 190 1
146 113 2
176 47 1
90 106 2
34 133 1
41 171 2
16 58 1
73 176 2
127 127 1
80 96 2
3 165 1
1 27 2
88 62 1
163 199 2
44 85 1
163 181 2
21 77 1
184 158 2
61 164 1
131 25 2
82 45 1
71 118 2
132 147 1
7 58 2
25 45 1
170 162 2
184 70 1
57 13 2
159 20 1
15 75 2
142 155 1
107 154 2
68 137 1
138 128 2
6 115 1
31 195 2
4 110 1
117 73 2
191 31 1
11 183 2
199 48 1
9 125 2
37 199 1
69 150 2
14 160 1
85 61 2
100 14 1
145 188 2
82 14 1
10 137 2
124 77 1
166 88 2
157 113 1
10 163 2
189 134 1
38 141 2
0 44 1
170 41 2
190 90 1
68 192 2
124 99 1
98 34 2
135 117 1
167 51 2
16 184 1
4 193 2
118 116 1
32 126 2
25 73 1
168 79 2
99 146 1
66 180 2
76 33 1
67 123 2
49 98 1
84 105 2
31 169 1
3 176 2
1 51 1
127 163 2
132 23 1
177 3 2
11 38 1
199 161 2
175 57 1
90 32 2
114 13 1
1 71 2
107 156 1
76 17 2
126 15 1
75 32 2
101 44 1
2 38 2
44 21 1
150 142 2
195 52 1
164 152 2
145 68 1
89 96 2
90 30 1
72 99 2
22 149 1
26 96 2
199 193 1
117 31 2
59 112 1
137 106 2
123 147 1
115 89 2
19 90 1
86 175 2
118 11 1
148 122 2
94 22 1
128 199 2
156 98 1
8 85 2
87 155 1
177 101 2
199 73 1
182 186 2
170 55 1
186 186 2
83 161 1
43 0 2
105 141 1
47 161 2
121 25 1
128 32 2
45 190 1
84 184 2
103 159 1
12 172 2
82 87 1
146 8 2
114 69 1
70 185 2
148 12 1
47 53 2
9 20 1
141 94 2
111 71 1
128 169 2
110 80 1
0 181 2
119 30 1
121 54 2
132 86 1
180 157 2
64 55 1
35 197 2
4 157 1
120 25 2
10 64 1
196 96 2
0 143 1
180 193 2
195 80 1
54 124 2
19 67 1
169 96 2
63 83 1
182 122 2
79 30 1
90 22 2
75 160 1
158 53 2
137 104 1
99 158 2
186 149 1
21 164 2
157 185 1
27 98 2
66 49 1
133 12 2
5 149 1
117 41 2
50 117 1
187 199 2
47 57 1
28 79 2
104 14 1
100 39 2
178 80 1
152 147 2
69 65 1
178 129 2
42 24 1
80 106 2
165 102 1
183 74 2
39 149 1
136 45 2
63 118 1
65 175 2
199 116 1
77 128 2
67 114 1
194 173 2
21 75 1
30 118 2
182 137 1
185 84 2
188 92 1
28 106 2
117 117 1
0 34 2
121 135 1
191 182 2
22 185 1
175 146 2
21 125 1
85 129 2
49 87 1
36 34 2
96 44 1
156 63 2
117 198 1
113 15 2
99 103 1
30 180 2
25 190 1
103 95 2
62 57 1
100 79 2
161 120 1
8 18 2
18 77 1
20 198 2
107 155 1
109 175 2
154 159 1
50 77 2
95 19 1
32 77 2
56 164 1
179 122 2
26 94 1
79 70 2
11 24 1
49 187 2
112 55 1
187 14 2
165 194 1
113 84 2
170 155 1
55 22 2
191 56 1
43 26 2
86 190 1
134 118 2
85 174 1
37 6 2
4 75 1
135 153 2
181 195 1
106 30 2
16 87 1
149 51 2
164 182 1
150 22 2
116 52 1
32 3 2
42 131 1
123 32 2
182 151 1
135 161 2
118 40 1
108 134 2
109 88 1
69 132 2
2 131 1
148 99 2
47 2 1
34 53 2
167 168 1
137 2 2
25 136 1
64 13 2
18 93 1
148 56 2
35 160 1
92 128 2
143 31 1
76 14 2
136 186 1
33 71 2
179 58 1
59 67 2
38 151 1
52 58 2
2 23 1
94 124 2
98 162 1
81 111 2
112 85 1
138 19 2
108 112 1
110 168 2
182 191 1
9 170 2
10 10 1
25 20 2
148 31 1
78 112 2
195 122 1
184 121 2
1 120 1
150 123 2
119 106 1
114 44 2
7 192 1
48 67 2
70 31 1
79 64 2
199 133 1
124 196 2
130 33 1
35 155 2
10 158 1
133 17 2
48 42 1
51 38 2
6 117 1
91 69 2
28 139 1
197 84 2
41 105 1
50 19 2
23 128 1
152 66 2
100 148 1
84 9 2
181 36 1
111 105 2
75 177 1
189 66 2
57 91 1
198 72 2
64 179 1
170 25 2
135 11 1
70 118 2
49 140 1
192 82 2
61 115 1
19 19 2
28 132 1
131 74 2
169 45 1
98 72 2
193 46 1
46 137 2
63 65 1
24 158 2
59 46 1
96 147 2
137 50 1
163 19 2
50 22 1
136 181 2
62 184 1
14 134 2
170 137 1
34 134 2
30 112 1
129 79 2
188 106 1
121 174 2
175 169 1
159 132 2
97 95 1
32 148 2
53 55 1
195 20 2
176 72 1
185 175 2
27 161 1
170 66 2
24 37 1
96 71 2
140 62 1
0 195 2
139 120 1
5 50 2
33 147 1
132 169 2
39 153 1
131 140 2
94 45 1
12 83 2
136 166 1
78 45 2
33 24 1
19 198 2
48 144 1
97 197 2
36 0 1
71 74 2
194 168 1
17 171 2
137 180 1
116 97 2
87 109 1
26 151 2
17 185 1
35 77 2
134 129 1
161 52 2
150 143 1
2 149 2
188 137 1
116 160 2
83 23 1
190 106 2
174 132 1
103 30 2
184 41 1
98 35 2
161 54 1
99 16 2
168 59 1
9 154 2
179 31 1
12 155 2
164 32 1
191 34 2
159 105 1
162 196 2
86 29 1
55 184 2
150 165 1
66 155 2
71 110 1
46 19 2
41 184 1
100 7 2
157 34 1
22 46 2
77 113 1
182 114 2
118 80 1
100 37 2
109 11 1
52 55 2
117 74 1
137 146 2
25 150 1
26 196 2
133 172 1
138 187 2
65 93 1
20 12 2
195 131 1
144 127 2
190 127 1
137 194 2
111 46 1
114 14 2
124 1 1
54 118 2
169 60 1
132 49 2
151 174 1
37 166 2
161 191 1
129 196 2
90 50 1
80 159 2
104 26 1
180 138 2
192 76 1
195 65 2
21 163 1
141 68 2
46 61 1
47 50 2
26 117 1
68 56 2
134 17 1
123 29 2
74 80 1
179 149 2
40 30 1
84 27 2
180 3 1
