100 100
94 49 1
49 61 2
36 23 1
41 84 2
11 12 1
73 12 2
15 93 1
47 23 2
80 12 1
50 72 2
83 10 1
65 0 2
40 78 1
64 43 2
23 1 1
86 72 2
87 42 1
2 8 2
53 50 1
42 16 2
8 62 1
1 17 2
4 94 1
60 46 2
0 98 1
58 52 2
1 16 1
33 40 2
99 44 1
48 37 2
27 13 1
44 46 2
15 97 1
88 28 2
17 99 1
72 55 2
35 79 1
82 12 2
92 89 1
67 52 2
58 72 1
97 68 2
68 76 1
10 61 2
97 39 1
92 29 2
2 67 1
0 77 2
55 51 1
57 64 2
57 18 1
74 89 2
80 79 1
84 21 2
86 20 1
70 34 2
49 63 1
43 1 2
46 52 1
69 94 2
68 21 1
97 50 2
67 90 1
99 51 2
67 44 1
19 46 2
39 62 1
23 22 2
34 96 1
14 31 2
16 46 1
39 31 2
56 3 1
2 40 2
2 89 1
97 38 2
68 87 1
47 90 2
24 13 1
79 36 2
61 31 1
39 9 2
7 24 1
62 62 2
73 37 1
59 66 2
92 15 1
67 91 2
5 9 1
61 61 2
2 53 1
14 94 2
75 79 1
76 52 2
80 16 1
16 44 2
10 55 1
83 41 2
61 20 1
25 6 2
98 43 1
21 24 2
0 68 1
37 79 2
58 58 1
8 22 2
41 95 1
29 59 2
39 93 1
97 48 2
18 51 1
61 12 2
28 68 1
55 27 2
20 23 1
91 8 2
43 34 1
42 31 2
72 33 1
14 55 2
53 81 1
51 62 2
69 73 1
64 44 2
26 65 1
14 88 2
31 90 1
99 78 2
68 34 1
34 2 2
83 69 1
58 29 2
49 54 1
50 23 2
30 27 1
36 30 2
82 72 1
29 22 2
30 6 1
71 4 2
65 82 1
12 49 2
8 2 1
62 92 2
14 37 1
26 39 2
68 97 1
71 27 2
82 6 1
75 55 2
42 35 1
46 11 2
68 80 1
1 75 2
74 72 1
96 78 2
79 67 1
45 26 2
43 83 1
11 87 2
7 91 1
55 11 2
89 5 1
60 78 2
51 20 1
89 45 2
78 1 1
37 41 2
53 53 1
38 40 2
3 68 1
32 97 2
32 29 1
80 3 2
8 24 1
57 46 2
25 85 1
81 70 2
41 44 1
48 7 2
19 9 1
18 84 2
16 71 1
74 98 2
26 26 1
45 46 2
2 19 1
76 74 2
34 79 1
59 69 2
85 25 1
7 68 2
53 24 1
75 11 2
59 5 1
3 51 2
41 97 1
19 16 2
89 71 1
63 91 2
86 70 1
49 43 2
28 5 1
0 40 2
46 30 1
53 88 2
5 74 1
30 62 2
0 36 1
28 11 2
16 22 1
79 23 2
3 69 1
77 90 2
43 84 1
99 76 2
9 81 1
42 2 2
23 40 1
97 73 2
55 79 1
76 45 2
81 87 1
55 96 2
55 83 1
14 73 2
95 93 1
37 15 2
69 91 1
54 12 2
91 45 1
73 96 2
98 5 1
60 9 2
50 54 1
65 5 2
98 14 1
54 65 2
57 39 1
32 68 2
13 29 1
81 97 2
18 61 1
74 68 2
23 72 1
28 15 2
40 55 1
49 33 2
91 86 1
3 94 2
67 35 1
91 89 2
28 69 1
37 32 2
27 72 1
50 53 2
99 53 1
54 36 2
89 12 1
30 96 2
23 93 1
14 71 2
5 48 1
65 3 2
11 96 1
89 52 2
44 0 1
22 97 2
40 74 1
46 86 2
13 2 1
68 9 2
50 68 1
28 66 2
29 27 1
46 5 2
29 30 1
42 47 2
34 50 1
31 6 2
97 81 1
59 47 2
48 48 1
12 54 2
99 27 1
58 14 2
16 1 1
54 95 2
82 13 1
30 10 2
35 74 1
62 33 2
52 98 1
26 34 2
72 83 1
8 44 2
99 30 1
68 77 2
68 68 1
51 60 2
50 33 1
87 7 2
15 89 1
79 24 2
88 20 1
16 6 2
98 87 1
41 83 2
84 35 1
79 32 2
44 26 1
58 7 2
59 99 1
2 7 2
69 31 1
62 41 2
27 95 1
28 28 2
18 6 1
77 18 2
49 88 1
71 10 2
60 94 1
83 83 2
99 55 1
3 97 2
52 72 1
35 82 2
61 80 1
31 52 2
67 85 1
71 64 2
45 0 1
68 70 2
90 12 1
20 39 2
45 32 1
1 67 2
35 69 1
58 83 2
91 67 1
94 62 2
8 31 1
11 34 2
40 95 1
93 17 2
75 25 1
52 90 2
42 13 1
52 30 2
17 28 1
98 99 2
15 22 1
0 5 2
38 65 1
68 75 2
86 73 1
96 81 2
55 81 1
2 92 2
9 89 1
90 56 2
60 2 1
86 3 2
33 39 1
64 88 2
79 6 1
67 0 2
78 78 1
74 30 2
82 76 1
45 76 2
47 10 1
11 60 2
66 65 1
16 41 2
89 22 1
8 75 2
20 36 1
38 46 2
2 29 1
59 10 2
74 45 1
92 10 2
4 65 1
72 96 2
8 46 1
45 4 2
82 69 1
63 83 2
65 77 1
80 89 2
38 44 1
10 90 2
30 13 1
47 29 2
69 13 1
10 28 2
59 12 1
73 33 2
95 68 1
99 21 2
48 27 1
33 96 2
21 68 1
21 61 2
55 2 1
96 57 2
2 80 1
85 98 2
15 76 1
19 67 2
24 11 1
80 19 2
59 70 1
6 3 2
78 87 1
24 65 2
29 10 1
34 32 2
63 92 1
86 58 2
40 66 1
16 39 2
68 18 1
40 62 2
76 72 1
50 52 2
19 5 1
65 28 2
29 54 1
54 52 2
11 15 1
45 94 2
28 23 1
95 38 2
90 85 1
62 2 2
53 64 1
91 33 2
93 88 1
57 0 2
4 6 1
11 70 2
37 31 1
52 9 2
82 31 1
5 77 2
99 59 1
46 59 2
87 6 1
52 32 2
48 2 1
45 52 2
29 98 1
7 59 2
57 12 1
38 61 2
42 0 1
50 59 2
22 20 1
28 88 2
20 87 1
3 90 2
47 59 1
96 44 2
81 76 1
45 60 2
23 69 1
5 80 2
73 16 1
54 26 2
39 38 1
19 21 2
29 92 1
33 2 2
23 36 1
48 75 2
49 45 1
8 17 2
55 6 1
85 61 2
71 44 1
11 39 2
91 30 1
22 37 2
14 7 1
25 42 2
70 59 1
60 62 2
63 10 1
65 58 2
28 25 1
93 84 2
67 86 1
57 22 2
28 81 1
22 3 2
26 47 1
77 91 2
86 10 1
71 17 2
49 14 1
95 35 2
21 74 1
71 38 2
26 56 1
43 68 2
70 22 1
9 21 2
24 88 1
33 53 2
96 52 1
70 74 2
99 96 1
28 84 2
70 46 1
83 37 2
63 9 1
31 3 2
93 62 1
11 18 2
89 99 1
74 19 2
54 72 1
70 26 2
79 45 1
86 21 2
33 15 1
43 91 2
57 20 1
43 30 2
27 93 1
21 64 2
7 5 1
66 98 2
18 62 1
37 55 2
45 54 1
73 84 2
5 95 1
61 16 2
82 29 1
99 0 2
13 75 1
30 83 2
10 80 1
47 97 2
27 64 1
98 71 2
40 2 1
70 55 2
13 12 1
86 27 2
97 57 1
95 63 2
67 79 1
4 12 2
32 53 1
1 43 2
81 13 1
95 22 2
10 0 1
74 52 2
93 81 1
59 86 2
18 53 1
40 4 2
54 93 1
20 16 2
26 97 1
37 50 2
11 86 1
50 42 2
53 32 1
30 12 2
62 26 1
29 11 2
68 58 1
14 23 2
31 43 1
39 35 2
42 76 1
83 55 2
70 99 1
26 30 2
19 66 1
68 52 2
0 54 1
39 5 2
84 80 1
77 53 2
71 91 1
72 87 2
56 68 1
51 73 2
16 90 1
20 3 2
24 98 1
86 35 2
69 63 1
29 41 2
1 69 1
49 64 2
93 11 1
0 38 2
58 87 1
68 30 2
78 8 1
12 79 2
90 32 1
54 89 2
48 25 1
53 41 2
64 25 1
28 14 2
24 58 1
7 66 2
53 51 1
0 21 2
38 66 1
26 40 2
22 1 1
6 31 2
5 20 1
34 67 2
34 97 1
95 78 2
59 32 1
69 54 2
88 46 1
40 12 2
31 29 1
62 59 2
42 15 1
13 7 2
10 42 1
25 94 2
64 28 1
43 21 2
70 35 1
79 0 2
50 22 1
75 90 2
91 95 1
77 77 2
20 43 1
60 29 2
89 10 1
25 29 2
86 68 1
10 96 2
23 28 1
94 3 2
35 63 1
65 39 2
12 44 1
52 51 2
61 40 1
24 78 2
75 10 1
69 47 2
54 61 1
17 42 2
79 93 1
59 89 2
39 11 1
24 75 2
7 41 1
55 97 2
92 46 1
23 23 2
9 19 1
94 73 2
45 62 1
69 41 2
22 62 1
4 53 2
16 4 1
12 43 2
12 64 1
73 63 2
57 11 1
78 50 2
69 32 1
75 50 2
65 49 1
71 50 2
14 93 1
84 79 2
5 36 1
12 96 2
68 38 1
37 92 2
64 78 1
8 11 2
7 73 1
33 11 2
47 53 1
52 93 2
12 12 1
85 88 2
4 32 1
83 23 2
37 68 1
87 95 2
46 73 1
52 5 2
1 6 1
78 31 2
46 83 1
57 27 2
6 6 1
95 58 2
25 61 1
21 93 2
84 95 1
62 5 2
15 61 1
64 15 2
92 35 1
89 40 2
21 66 1
94 91 2
52 6 1
84 7 2
58 30 1
88 70 2
98 79 1
93 83 2
96 84 1
72 34 2
0 44 1
38 72 2
98 60 1
94 70 2
65 6 1
89 73 2
75 58 1
73 75 2
35 47 1
56 40 2
36 18 1
4 13 2
16 14 1
80 13 2
86 45 1
26 77 2
63 50 1
48 71 2
78 21 1
84 61 2
98 29 1
80 58 2
63 90 1
70 83 2
32 0 1
17 49 2
98 61 1
6 33 2
69 83 1
96 60 2
20 22 1
8 53 2
83 76 1
88 7 2
87 14 1
1 41 2
95 10 1
71 85 2
4 73 1
85 18 2
81 31 1
95 11 2
6 35 1
0 90 2
93 86 1
54 67 2
46 99 1
52 34 2
43 23 1
96 32 2
76 16 1
14 50 2
68 50 1
78 96 2
11 82 1
60 23 2
7 7 1
83 15 2
68 88 1
22 77 2
47 36 1
21 79 2
15 72 1
28 33 2
86 85 1
65 20 2
78 68 1
67 17 2
67 25 1
73 26 2
31 1 1
20 50 2
1 9 1
95 54 2
84 46 1
39 4 2
18 30 1
82 11 2
53 9 1
71 1 2
33 67 1
87 72 2
69 21 1
2 77 2
46 13 1
74 86 2
58 62 1
69 84 2
34 1 1
20 19 2
5 91 1
54 10 2
24 5 1
69 52 2
78 26 1
55 49 2
90 40 1
5 60 2
36 48 1
57 56 2
10 47 1
21 55 2
95 90 1
20 7 2
59 49 1
23 3 2
79 2 1
91 46 2
65 46 1
9 32 2
95 52 1
3 35 2
60 87 1
69 26 2
59 76 1
61 46 2
89 32 1
11 28 2
86 12 1
50 57 2
88 19 1
93 72 2
35 35 1
2 76 2
92 54 1
29 4 2
40 33 1
20 69 2
38 11 1
90 16 2
95 53 1
69 40 2
82 25 1
99 33 2
31 5 1
65 94 2
56 17 1
19 24 2
70 16 1
26 76 2
97 4 1
26 71 2
70 89 1
95 21 2
94 60 1
57 75 2
24 72 1
50 21 2
22 2 1
59 57 2
54 87 1
59 31 2
44 70 1
70 51 2
22 58 1
49 65 2
99 69 1
20 37 2
93 29 1
46 65 2
71 43 1
62 93 2
72 82 1
68 42 2
16 65 1
72 39 2
30 59 1
18 67 2
20 63 1
12 28 2
16 5 1
28 94 2
40 73 1
39 88 2
74 46 1
64 99 2
57 2 1
32 32 2
4 97 1
82 82 2
34 27 1
43 55 2
55 14 1
53 17 2
55 43 1
18 75 2
64 52 1
32 6 2
51 51 1
51 22 2
55 10 1
13 31 2
8 3 1
41 21 2
0 45 1
47 45 2
92 61 1
16 48 2
37 33 1
79 53 2
99 97 1
52 2 2
55 68 1
46 16 2
15 74 1
54 25 2
41 52 1
63 89 2
28 96 1
90 87 2
40 57 1
31 15 2
67 56 1
52 78 2
69 66 1
24 17 2
9 51 1
89 42 2
46 95 1
91 91 2
74 15 1
6 68 2
37 5 1
12 24 2
48 6 1
82 59 2
17 3 1
11 61 2
51 58 1
8 48 2
38 19 1
15 27 2
93 28 1
70 85 2
42 14 1
69 18 2
30 37 1
39 73 2
83 50 1
23 55 2
39 17 1
5 29 2
25 43 1
66 9 2
63 24 1
5 12 2
94 34 1
34 33 2
33 69 1
83 87 2
28 17 1
11 1 2
15 7 1
51 74 2
1 28 1
95 83 2
31 83 1
70 69 2
21 69 1
85 69 2
87 65 1
9 20 2
90 90 1
45 91 2
76 90 1
65 34 2
40 96 1
84 44 2
31 30 1
64 63 2
43 76 1
52 77 2
56 71 1
0 84 2
16 9 1
6 73 2
92 36 1
9 88 2
1 26 1
75 44 2
29 34 1
41 70 2
88 32 1
15 57 2
83 34 1
17 69 2
22 70 1
86 71 2
6 44 1
29 19 2
45 39 1
93 71 2
72 88 1
38 64 2
55 76 1
47 94 2
87 8 1
33 14 2
44 57 1
28 21 2
69 74 1
78 46 2
22 73 1
56 85 2
91 53 1
1 92 2
87 37 1
45 30 2
92 39 1
40 17 2
34 28 1
69 10 2
14 34 1
95 49 2
39 83 1
6 57 2
86 14 1
34 85 2
84 86 1
84 37 2
98 73 1
69 1 2
50 24 1
94 12 2
68 53 1
77 44 2
84 78 1
82 83 2
22 75 1
87 29 2
56 81 1
47 9 2
95 44 1
83 30 2
93 52 1
37 30 2
79 7 1
64 93 2
51 59 1
34 99 2
42 56 1
90 53 2
93 92 1
32 74 2
97 64 1
88 22 2
27 21 1
74 47 2
62 19 1
21 32 2
55 32 1
22 61 2
35 18 1
24 74 2
25 68 1
42 23 2
50 61 1
7 81 2
16 43 1
37 3 2
91 48 1
61 89 2
16 3 1
80 70 2
1 42 1
68 99 2
67 4 1
92 86 2
81 88 1
46 80 2
81 44 1
62 40 2
23 88 1
17 97 2
46 37 1
36 41 2
62 39 1
25 33 2
5 19 1
53 58 2
16 36 1
51 84 2
90 97 1
19 22 2
97 62 1
24 16 2
50 63 1
36 88 2
10 8 1
77 45 2
12 85 1
25 88 2
26 63 1
67 19 2
31 97 1
81 60 2
63 22 1
56 82 2
40 29 1
82 40 2
77 88 1
11 73 2
51 43 1
86 7 2
98 68 1
75 53 2
62 0 1
69 4 2
12 15 1
22 44 2
92 22 1
36 20 2
42 11 1
90 2 2
60 77 1
66 2 2
55 92 1
47 50 2
57 61 1
51 32 2
44 30 1
43 97 2
17 95 1
27 53 2
72 74 1
33 45 2
91 55 1
7 30 2
91 38 1
19 77 2
76 42 1
77 67 2
83 46 1
38 68 2
45 90 1
96 69 2
6 86 1
77 89 2
39 13 1
99 85 2
30 70 1
10 75 2
82 53 1
16 27 2
0 95 1
19 41 2
16 45 1
2 27 2
15 84 1
39 53 2
58 92 1
42 38 2
93 13 1
97 18 2
7 93 1
37 36 2
24 68 1
21 40 2
60 86 1
53 6 2
60 28 1
66 44 2
77 58 1
68 41 2
27 67 1
81 15 2
12 4 1
61 51 2
24 50 1
64 33 2
31 8 1
36 61 2
96 42 1
95 81 2
97 11 1
9 6 2
4 89 1
48 84 2
3 1 1
87 31 2
13 35 1
63 67 2
30 76 1
65 32 2
38 39 1
28 27 2
79 69 1
80 73 2
98 31 1
76 32 2
84 83 1
83 7 2
6 71 1
22 91 2
45 21 1
41 8 2
8 70 1
77 36 2
18 13 1
95 39 2
26 2 1
50 3 2
48 88 1
66 86 2
66 62 1
93 5 2
92 84 1
40 44 2
27 33 1
11 64 2
41 11 1
89 89 2
79 15 1
59 23 2
55 87 1
71 41 2
72 29 1
35 34 2
9 97 1
17 74 2
29 95 1
35 64 2
2 90 1
96 39 2
46 21 1
88 40 2
11 45 1
94 17 2
6 29 1
60 82 2
21 59 1
34 13 2
68 56 1
33 52 2
54 60 1
2 11 2
91 11 1
93 35 2
54 75 1
35 28 2
60 20 1
29 29 2
59 43 1
36 14 2
19 48 1
7 9 2
34 55 1
54 33 2
86 57 1
98 3 2
52 55 1
77 69 2
98 49 1
35 90 2
3 2 1
69 45 2
56 6 1
69 39 2
27 63 1
50 81 2
23 16 1
55 69 2
90 26 1
87 0 2
19 3 1
53 12 2
56 93 1
54 47 2
87 91 1
23 91 2
65 17 1
40 84 2
4 10 1
21 86 2
36 31 1
51 21 2
37 75 1
93 8 2
28 87 1
41 59 2
98 65 1
68 60 2
71 15 1
38 8 2
65 15 1
33 13 2
71 5 1
58 20 2
15 80 1
99 58 2
60 69 1
87 82 2
46 77 1
34 82 2
16 38 1
7 19 2
48 53 1
69 16 2
0 3 1
59 26 2
22 79 1
84 88 2
88 94 1
32 79 2
93 79 1
19 8 2
90 94 1
39 68 2
83 0 1
75 85 2
60 45 1
90 29 2
37 81 1
63 71 2
4 55 1
66 13 2
68 5 1
97 88 2
37 39 1
6 82 2
20 82 1
10 15 2
67 58 1
23 70 2
60 15 1
81 94 2
91 40 1
38 38 2
45 97 1
8 71 2
77 43 1
82 41 2
14 79 1
61 48 2
7 87 1
1 85 2
40 10 1
68 66 2
97 63 1
80 33 2
42 97 1
72 5 2
37 23 1
84 4 2
29 35 1
50 19 2
34 29 1
24 76 2
71 7 1
63 97 2
53 0 1
65 81 2
20 46 1
11 33 2
47 91 1
20 64 2
9 2 1
73 78 2
37 1 1
40 97 2
82 1 1
88 63 2
53 42 1
46 67 2
40 82 1
17 82 2
64 64 1
31 61 2
40 88 1
88 44 2
92 24 1
25 96 2
55 75 1
34 36 2
48 23 1
98 50 2
24 30 1
55 17 2
44 80 1
44 59 2
93 49 1
69 92 2
11 91 1
32 75 2
88 5 1
0 81 2
84 74 1
27 62 2
10 74 1
66 12 2
38 93 1
35 20 2
72 62 1
83 32 2
79 92 1
23 83 2
23 77 1
95 69 2
5 70 1
87 27 2
38 16 1
70 39 2
34 51 1
48 5 2
12 29 1
82 39 2
47 35 1
48 44 2
61 56 1
69 36 2
63 54 1
22 86 2
18 70 1
90 93 2
74 26 1
8 26 2
87 88 1
60 4 2
69 28 1
61 66 2
79 41 1
60 41 2
64 70 1
3 84 2
67 20 1
26 4 2
43 71 1
66 40 2
89 51 1
5 40 2
12 80 1
90 88 2
5 30 1
16 97 2
13 44 1
49 1 2
29 39 1
19 36 2
9 65 1
71 12 2
57 60 1
7 31 2
71 58 1
65 71 2
54 34 1
83 5 2
87 89 1
98 91 2
18 35 1
85 77 2
57 36 1
40 37 2
8 21 1
85 80 2
93 4 1
86 59 2
24 36 1
89 46 2
1 95 1
85 99 2
56 22 1
83 93 2
19 20 1
5 26 2
17 11 1
11 85 2
42 18 1
93 78 2
33 38 1
14 21 2
33 48 1
66 35 2
84 98 1
69 64 2
46 71 1
82 58 2
31 12 1
41 4 2
58 28 1
68 23 2
27 31 1
47 51 2
85 57 1
9 73 2
45 20 1
1 80 2
43 87 1
48 97 2
19 54 1
37 69 2
42 84 1
45 38 2
4 69 1
39 16 2
44 15 1
40 60 2
69 49 1
86 92 2
58 74 1
17 16 2
96 86 1
90 77 2
74 77 1
82 51 2
27 70 1
21 4 2
90 62 1
62 99 2
25 65 1
51 48 2
94 81 1
96 51 2
89 56 1
63 29 2
59 3 1
35 86 2
45 43 1
81 57 2
84 59 1
11 89 2
46 81 1
46 44 2
61 67 1
51 76 2
96 16 1
43 37 2
75 21 1
80 86 2
77 4 1
90 46 2
83 29 1
64 45 2
76 4 1
97 41 2
39 89 1
89 9 2
6 97 1
65 66 2
58 68 1
35 37 2
92 51 1
88 15 2
25 5 1
22 28 2
82 60 1
59 21 2
6 59 1
52 12 2
8 77 1
4 86 2
88 92 1
37 84 2
40 14 1
18 99 2
99 12 1
28 63 2
39 21 1
99 2 2
63 36 1
35 2 2
79 44 1
11 30 2
66 88 1
41 79 2
71 11 1
86 49 2
70 68 1
91 22 2
63 30 1
11 63 2
3 49 1
17 61 2
67 16 1
49 99 2
93 57 1
76 61 2
36 57 1
17 15 2
79 73 1
89 87 2
61 85 1
57 97 2
67 26 1
46 17 2
85 17 1
1 25 2
7 82 1
50 55 2
81 36 1
21 87 2
51 88 1
96 43 2
20 10 1
55 22 2
20 4 1
13 56 2
86 76 1
44 63 2
29 52 1
35 73 2
85 65 1
14 4 2
28 71 1
78 28 2
21 60 1
19 78 2
84 87 1
36 99 2
6 27 1
94 86 2
88 16 1
1 82 2
31 20 1
61 52 2
58 85 1
23 94 2
68 19 1
24 31 2
91 60 1
27 75 2
17 35 1
4 77 2
0 0 1
85 21 2
26 50 1
65 75 2
32 5 1
67 31 2
32 90 1
35 3 2
87 17 1
77 99 2
29 23 1
3 78 2
24 8 1
43 66 2
96 41 1
3 93 2
43 24 1
16 99 2
41 31 1
77 48 2
9 78 1
31 93 2
27 89 1
90 91 2
57 68 1
42 82 2
97 19 1
98 45 2
43 35 1
58 91 2
45 24 1
30 74 2
84 40 1
55 99 2
95 86 1
24 6 2
64 68 1
98 41 2
45 8 1
34 69 2
17 89 1
7 71 2
74 16 1
28 49 2
6 58 1
56 31 2
25 58 1
25 81 2
92 71 1
0 35 2
31 28 1
80 56 2
14 68 1
9 86 2
89 3 1
75 37 2
39 51 1
76 91 2
0 10 1
16 95 2
72 21 1
99 19 2
44 75 1
65 84 2
98 21 1
33 42 2
77 42 1
3 63 2
13 1 1
26 5 2
97 82 1
29 86 2
16 63 1
33 65 2
36 62 1
53 8 2
25 14 1
73 18 2
82 47 1
69 29 2
43 88 1
6 47 2
14 97 1
55 98 2
45 88 1
22 53 2
89 1 1
79 81 2
4 52 1
93 41 2
86 83 1
66 14 2
6 38 1
79 85 2
83 47 1
15 75 2
8 6 1
54 28 2
5 31 1
80 2 2
12 8 1
59 29 2
71 30 1
31 85 2
84 10 1
12 26 2
58 57 1
32 58 2
87 16 1
23 46 2
88 78 1
92 85 2
86 84 1
37 63 2
28 4 1
98 33 2
50 34 1
35 51 2
96 56 1
75 61 2
62 47 1
64 34 2
3 8 1
77 59 2
11 9 1
37 97 2
56 76 1
14 54 2
71 68 1
3 65 2
47 34 1
0 63 2
11 40 1
22 72 2
15 56 1
10 95 2
62 50 1
78 42 2
74 78 1
81 33 2
49 79 1
4 66 2
78 22 1
53 26 2
63 44 1
6 14 2
63 80 1
58 3 2
84 91 1
86 5 2
71 75 1
88 38 2
35 70 1
39 32 2
42 87 1
88 50 2
72 20 1
78 12 2
29 58 1
29 51 2
52 41 1
4 41 2
82 22 1
94 58 2
79 88 1
28 29 2
12 62 1
54 40 2
25 31 1
75 13 2
19 87 1
32 24 2
3 4 1
54 41 2
32 84 1
54 32 2
41 69 1
49 66 2
25 92 1
55 40 2
86 19 1
73 1 2
43 11 1
78 81 2
98 84 1
82 74 2
94 46 1
43 94 2
49 41 1
65 68 2
40 86 1
39 98 2
25 63 1
74 83 2
71 9 1
3 26 2
72 27 1
98 74 2
96 85 1
73 11 2
76 5 1
76 25 2
1 38 1
71 23 2
48 36 1
11 57 2
9 47 1
85 92 2
37 7 1
8 45 2
10 52 1
96 99 2
28 62 1
78 38 2
61 65 1
3 71 2
22 78 1
74 17 2
9 98 1
25 57 2
6 65 1
77 25 2
7 54 1
46 64 2
79 42 1
62 70 2
87 10 1
65 98 2
0 23 1
35 41 2
54 35 1
18 98 2
33 41 1
75 51 2
2 43 1
25 84 2
56 67 1
67 80 2
2 30 1
19 73 2
27 15 1
0 99 2
81 1 1
4 64 2
16 83 1
90 45 2
88 2 1
38 99 2
67 11 1
90 75 2
52 60 1
67 61 2
71 72 1
28 73 2
63 74 1
27 30 2
84 38 1
77 75 2
50 83 1
52 45 2
17 22 1
83 62 2
92 4 1
29 26 2
75 30 1
55 13 2
60 95 1
89 80 2
15 1 1
63 88 2
37 22 1
73 83 2
69 50 1
39 65 2
77 26 1
89 85 2
67 5 1
26 79 2
45 50 1
22 39 2
31 11 1
53 37 2
81 5 1
4 87 2
54 84 1
40 69 2
5 81 1
34 90 2
12 35 1
41 58 2
45 35 1
44 48 2
1 63 1
99 89 2
3 72 1
67 34 2
25 64 1
48 11 2
33 75 1
6 77 2
93 2 1
17 66 2
60 36 1
76 18 2
42 65 1
19 18 2
82 52 1
43 18 2
57 42 1
65 16 2
26 90 1
92 77 2
73 70 1
90 67 2
67 24 1
3 47 2
22 40 1
59 82 2
76 56 1
93 9 2
56 97 1
80 0 2
43 79 1
66 78 2
63 66 1
89 24 2
0 75 1
3 55 2
17 32 1
63 47 2
95 13 1
26 94 2
37 4 1
96 54 2
45 2 1
8 42 2
15 44 1
60 79 2
39 30 1
83 4 2
34 42 1
12 81 2
90 11 1
86 18 2
98 22 1
47 63 2
84 0 1
26 55 2
85 15 1
23 85 2
90 9 1
31 38 2
53 5 1
61 3 2
49 35 1
31 88 2
96 83 1
88 81 2
87 60 1
37 78 2
24 61 1
72 66 2
2 75 1
30 95 2
42 66 1
33 1 2
2 82 1
81 17 2
37 29 1
87 2 2
72 19 1
53 18 2
13 80 1
28 86 2
92 18 1
67 47 2
49 85 1
81 2 2
1 40 1
60 99 2
63 62 1
29 75 2
80 98 1
36 15 2
80 29 1
53 22 2
41 0 1
8 12 2
85 10 1
40 79 2
22 74 1
17 19 2
66 66 1
27 73 2
26 49 1
46 29 2
57 88 1
52 31 2
88 36 1
51 10 2
74 62 1
24 21 2
41 49 1
45 56 2
13 36 1
8 57 2
29 20 1
28 57 2
59 20 1
30 30 2
80 39 1
86 69 2
49 47 1
82 68 2
28 42 1
84 25 2
12 67 1
68 25 2
86 51 1
52 47 2
50 15 1
95 2 2
19 38 1
53 57 2
40 81 1
55 52 2
56 41 1
18 21 2
74 18 1
85 90 2
39 82 1
3 7 2
18 23 1
48 22 2
94 19 1
86 50 2
14 27 1
18 46 2
7 37 1
57 19 2
65 64 1
29 28 2
17 68 1
30 53 2
46 56 1
92 62 2
68 57 1
5 37 2
12 95 1
61 81 2
44 9 1
43 25 2
68 55 1
28 1 2
9 93 1
78 75 2
32 95 1
81 48 2
87 12 1
50 84 2
78 53 1
70 77 2
96 36 1
66 93 2
82 75 1
87 79 2
37 62 1
89 67 2
58 27 1
59 41 2
43 15 1
36 11 2
18 47 1
58 19 2
52 25 1
82 8 2
58 53 1
28 93 2
5 66 1
53 60 2
70 28 1
84 69 2
0 28 1
57 81 2
52 71 1
18 29 2
57 14 1
74 29 2
96 50 1
26 87 2
5 27 1
81 50 2
68 10 1
33 58 2
92 17 1
29 14 2
89 88 1
95 16 2
64 11 1
59 58 2
1 72 1
65 51 2
24 29 1
1 39 2
83 13 1
62 38 2
56 99 1
14 48 2
14 86 1
32 46 2
87 74 1
78 5 2
20 53 1
41 86 2
80 94 1
3 0 2
93 66 1
38 83 2
34 68 1
53 16 2
66 48 1
41 85 2
35 25 1
92 81 2
28 2 1
73 42 2
14 29 1
92 76 2
72 53 1
74 41 2
63 86 1
5 92 2
64 95 1
50 65 2
67 37 1
19 98 2
14 80 1
91 37 2
99 15 1
89 33 2
11 19 1
25 62 2
38 57 1
36 6 2
33 59 1
70 96 2
24 52 1
10 81 2
79 97 1
7 67 2
29 0 1
1 33 2
17 51 1
11 66 2
59 0 1
85 12 2
66 92 1
28 52 2
8 56 1
79 56 2
78 27 1
91 20 2
78 79 1
31 96 2
18 38 1
76 53 2
45 55 1
43 51 2
44 13 1
71 81 2
20 47 1
47 69 2
0 2 1
43 82 2
47 44 1
29 44 2
40 75 1
91 23 2
29 3 1
27 34 2
97 3 1
70 60 2
88 90 1
5 65 2
5 3 1
8 89 2
15 31 1
92 52 2
94 85 1
42 73 2
15 82 1
15 66 2
32 21 1
58 99 2
62 63 1
74 63 2
50 10 1
73 59 2
64 84 1
50 38 2
45 58 1
35 62 2
16 24 1
36 83 2
42 21 1
34 40 2
16 86 1
0 56 2
83 60 1
80 81 2
16 76 1
33 92 2
42 20 1
79 63 2
38 95 1
67 66 2
30 21 1
38 53 2
87 24 1
29 81 2
81 62 1
64 9 2
15 24 1
4 35 2
17 18 1
56 32 2
4 54 1
80 9 2
80 44 1
80 57 2
72 40 1
38 37 2
39 27 1
6 87 2
83 59 1
12 18 2
49 31 1
25 34 2
68 31 1
74 12 2
76 1 1
18 73 2
55 30 1
36 24 2
56 10 1
1 99 2
21 25 1
99 88 2
52 87 1
49 49 2
35 92 1
61 13 2
13 95 1
10 99 2
64 50 1
46 46 2
25 38 1
48 83 2
96 87 1
17 70 2
41 50 1
21 73 2
37 6 1
85 4 2
52 17 1
42 92 2
2 54 1
8 65 2
91 58 1
